7,12522E+18;90013;90013;Walk;Walk;Walking less than 2 mph, strolling very slowly;342;3.3093;4435;2998000;2025-03-15T14:54:14.676Z;14:58;False;True;15/03/2025;True;;;;;;;;;;;;tracker;10.8711;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;sedentaryActive;1.7525;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;lightlyActive;1.4258;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;moderatelyActive;1.3095;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;veryActive;2.1547;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;loggedActivities;8.5254;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;Walk;5.2161;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;Walk;3.3093;;;;;;;
"﻿""activities__logId""";activities__activityId;activities__activityParentId;activities__activityParentName;activities__name;activities__description;activities__calories;activities__distance;activities__steps;activities__duration;activities__lastModified;activities__startTime;activities__isFavorite;activities__hasActiveZoneMinutes;activities__startDate;activities__hasStartTime;summary__caloriesOut;summary__activityCalories;summary__caloriesBMR;summary__activeScore;summary__steps;summary__floors;summary__elevation;summary__sedentaryMinutes;summary__lightlyActiveMinutes;summary__fairlyActiveMinutes;summary__veryActiveMinutes;summary__distances__activity;summary__distances__distance;summary__marginalCalories;summary__restingHeartRate;goals__caloriesOut;goals__steps;goals__distance;goals__floors;goals__activeMinutes
4,00906E+18;90013;90013;Walk;Walk;Walking less than 2 mph, strolling very slowly;90;0.74544;1058;816000;2025-03-16T12:58:37.145Z;13:31;False;True;16/03/2025;True;3284;1704;1838;-1;15302;8;24.384;1186;135;67;52;total;13.165;1306;48;2663;10000;11.27;10;30
7,11727E+18;90013;90013;Walk;Walk;Walking less than 2 mph, strolling very slowly;84;0.77213;1068;720000;2025-03-16T13:27:01.775Z;14:14;False;True;16/03/2025;True;;;;;;;;;;;;tracker;13.165;;;;;;;
7,27434E+18;90013;90013;Walk;Walk;Walking less than 2 mph, strolling very slowly;292;2.60105;3533;2331000;2025-03-16T14:28:14.543Z;14:39;False;True;16/03/2025;True;;;;;;;;;;;;sedentaryActive;2.1887;;;;;;;
8,1176E+18;90009;90009;Run;Run;Running - 5 mph (12 min/mile);376;4.77397;4008;1614000;2025-03-16T17:06:05.637Z;17:17;False;True;16/03/2025;True;;;;;;;;;;;;lightlyActive;0.904;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;moderatelyActive;0.3067;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;veryActive;1.5772;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;loggedActivities;8.89259;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;Walk;0.74544;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;Walk;0.77213;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;Walk;2.60105;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;Run;4.77397;;;;;;;
"﻿""activities__logId""";activities__activityId;activities__activityParentId;activities__activityParentName;activities__name;activities__description;activities__calories;activities__distance;activities__steps;activities__duration;activities__lastModified;activities__startTime;activities__isFavorite;activities__hasActiveZoneMinutes;activities__startDate;activities__hasStartTime;summary__caloriesOut;summary__activityCalories;summary__caloriesBMR;summary__activeScore;summary__steps;summary__floors;summary__elevation;summary__sedentaryMinutes;summary__lightlyActiveMinutes;summary__fairlyActiveMinutes;summary__veryActiveMinutes;summary__distances__activity;summary__distances__distance;summary__marginalCalories;summary__restingHeartRate;goals__caloriesOut;goals__steps;goals__distance;goals__floors;goals__activeMinutes
7,30864E+17;90013;90013;Walk;Walk;Walking less than 2 mph, strolling very slowly;69;0.64947;865;502000;2025-03-17T08:42:00.501Z;09:02;False;True;17/03/2025;True;3346;1784;1838;-1;15487;17;51.816;1158;144;68;70;total;11.6199;1344;47;2663;10000;11.27;10;30
4,29581E+18;90013;90013;Walk;Walk;Walking less than 2 mph, strolling very slowly;109;1.02756;1418;924000;2025-03-17T12:00:53.590Z;12:38;False;True;17/03/2025;True;;;;;;;;;;;;tracker;11.6199;;;;;;;
6,26836E+18;90013;90013;Walk;Walk;Walking less than 2 mph, strolling very slowly;446;4.35005;5810;3596000;2025-03-17T15:09:00.578Z;13:32;False;True;17/03/2025;True;;;;;;;;;;;;sedentaryActive;3.4507;;;;;;;
8,83092E+18;90013;90013;Walk;Walk;Walking less than 2 mph, strolling very slowly;103;1.07032;1442;899000;2025-03-17T17:07:16.758Z;16:10;False;True;17/03/2025;True;;;;;;;;;;;;lightlyActive;0.8352;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;moderatelyActive;0.7483;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;veryActive;2.0383;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;loggedActivities;7.0974;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;Walk;0.64947;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;Walk;1.02756;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;Walk;4.35005;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;Walk;1.07032;;;;;;;
"﻿""activities__logId""";activities__activityId;activities__activityParentId;activities__activityParentName;activities__name;activities__description;activities__calories;activities__distance;activities__steps;activities__duration;activities__lastModified;activities__startTime;activities__isFavorite;activities__hasActiveZoneMinutes;activities__startDate;activities__hasStartTime;summary__caloriesOut;summary__activityCalories;summary__caloriesBMR;summary__activeScore;summary__steps;summary__floors;summary__elevation;summary__sedentaryMinutes;summary__lightlyActiveMinutes;summary__fairlyActiveMinutes;summary__veryActiveMinutes;summary__distances__activity;summary__distances__distance;summary__marginalCalories;summary__restingHeartRate;goals__caloriesOut;goals__steps;goals__distance;goals__floors;goals__activeMinutes
1,79585E+18;90013;90013;Walk;Walk;Walking less than 2 mph, strolling very slowly;498;4.7854;6298;3589000;2025-03-18T10:55:13.229Z;10:46;False;True;18/03/2025;True;3336;1760;1838;-1;16051;9;27.432;1008;98;61;92;total;12.0653;1366;45;2663;10000;11.27;10;30
4,82347E+18;90013;90013;Walk;Walk;Walking less than 2 mph, strolling very slowly;339;3.25747;4395;2790000;2025-03-18T13:11:46.974Z;13:10;False;True;18/03/2025;True;;;;;;;;;;;;tracker;12.0653;;;;;;;
3,42219E+17;90013;90013;Walk;Walk;Walking less than 2 mph, strolling very slowly;188;1.69427;2277;1900000;2025-03-18T14:43:07.605Z;14:57;False;True;18/03/2025;True;;;;;;;;;;;;sedentaryActive;3.2099;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;lightlyActive;1.0134;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;moderatelyActive;0.0114;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;veryActive;0.0198;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;loggedActivities;9.73714;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;Walk;4.7854;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;Walk;3.25747;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;Walk;1.69427;;;;;;;
"﻿""activities__logId""";activities__activityId;activities__activityParentId;activities__activityParentName;activities__name;activities__description;activities__calories;activities__distance;activities__steps;activities__duration;activities__lastModified;activities__startTime;activities__isFavorite;activities__hasActiveZoneMinutes;activities__startDate;activities__hasStartTime;summary__caloriesOut;summary__activityCalories;summary__caloriesBMR;summary__activeScore;summary__steps;summary__floors;summary__elevation;summary__sedentaryMinutes;summary__lightlyActiveMinutes;summary__fairlyActiveMinutes;summary__veryActiveMinutes;summary__distances__activity;summary__distances__distance;summary__marginalCalories;summary__restingHeartRate;goals__caloriesOut;goals__steps;goals__distance;goals__floors;goals__activeMinutes
1,24033E+18;90013;90013;Walk;Walk;Walking less than 2 mph, strolling very slowly;199;1.81316;2418;1409000;2025-03-19T08:55:58.882Z;09:12;False;True;19/03/2025;True;3462;1920;1839;-1;18434;7;21.336;622;121;24;144;total;13.8239;1465;44;2663;10000;11.27;10;30
8,97907E+18;90013;90013;Walk;Walk;Walking less than 2 mph, strolling very slowly;530;5.03379;6736;4120000;2025-03-19T11:57:56.117Z;11:38;False;True;19/03/2025;True;;;;;;;;;;;;tracker;13.8239;;;;;;;
6,6275E+18;90013;90013;Walk;Walk;Walking less than 2 mph, strolling very slowly;333;3.1747;4269;2582000;2025-03-19T17:33:50.073Z;17:41;False;True;19/03/2025;True;;;;;;;;;;;;sedentaryActive;3.6717;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;lightlyActive;0.9136;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;moderatelyActive;0.1481;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;veryActive;0.8992;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;loggedActivities;10.02165;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;Walk;1.81316;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;Walk;5.03379;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;Walk;3.1747;;;;;;;
"﻿""activities__logId""";activities__activityId;activities__activityParentId;activities__activityParentName;activities__name;activities__description;activities__calories;activities__distance;activities__steps;activities__duration;activities__lastModified;activities__startTime;activities__isFavorite;activities__hasActiveZoneMinutes;activities__startDate;activities__hasStartTime;summary__caloriesOut;summary__activityCalories;summary__caloriesBMR;summary__activeScore;summary__steps;summary__floors;summary__elevation;summary__sedentaryMinutes;summary__lightlyActiveMinutes;summary__fairlyActiveMinutes;summary__veryActiveMinutes;summary__distances__activity;summary__distances__distance;summary__marginalCalories;summary__restingHeartRate;goals__caloriesOut;goals__steps;goals__distance;goals__floors;goals__activeMinutes
6,95312E+18;90013;90013;Walk;Walk;Walking less than 2 mph, strolling very slowly;479;3.80178;5188;4704000;2025-03-20T09:56:11.757Z;09:11;False;True;20/03/2025;True;3057;1430;1839;-1;12477;23;70.104;1198;133;43;66;total;9.3216;1055;42;2663;10000;11.27;10;30
6,4431E+18;90013;90013;Walk;Walk;Walking less than 2 mph, strolling very slowly;302;2.91835;3869;2336000;2025-03-20T15:02:32.012Z;15:12;False;True;20/03/2025;True;;;;;;;;;;;;tracker;9.3269;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;sedentaryActive;2.0809;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;lightlyActive;1.2186;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;moderatelyActive;0.3369;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;veryActive;0.6514;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;loggedActivities;6.72013;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;Walk;3.80178;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;Walk;2.91835;;;;;;;
"﻿""activities__logId""";activities__activityId;activities__activityParentId;activities__activityParentName;activities__name;activities__description;activities__calories;activities__distance;activities__steps;activities__duration;activities__lastModified;activities__startTime;activities__isFavorite;activities__hasActiveZoneMinutes;activities__startDate;activities__hasStartTime;summary__caloriesOut;summary__activityCalories;summary__caloriesBMR;summary__activeScore;summary__steps;summary__floors;summary__elevation;summary__sedentaryMinutes;summary__lightlyActiveMinutes;summary__fairlyActiveMinutes;summary__veryActiveMinutes;summary__distances__activity;summary__distances__distance;summary__marginalCalories;summary__restingHeartRate;goals__caloriesOut;goals__steps;goals__distance;goals__floors;goals__activeMinutes
7,11487E+18;90013;90013;Walk;Walk;Walking less than 2 mph, strolling very slowly;42;0.36216;514;339000;2025-03-21T08:59:30.255Z;09:48;False;True;21/03/2025;True;3107;1461;1840;-1;12054;7;21.336;1191;152;58;39;total;9.3358;1078;44;2663;10000;11.27;10;30
5,16177E+18;90013;90013;Walk;Walk;Walking less than 2 mph, strolling very slowly;77;0.76968;1028;687000;2025-03-21T09:29:49.033Z;10:14;False;True;21/03/2025;True;;;;;;;;;;;;tracker;9.3358;;;;;;;
2,1043E+17;90013;90013;Walk;Walk;Walking less than 2 mph, strolling very slowly;75;0.6582;904;869000;2025-03-21T11:15:54.768Z;11:49;False;True;21/03/2025;True;;;;;;;;;;;;sedentaryActive;3.3264;;;;;;;
6,44473E+18;90013;90013;Walk;Walk;Walking less than 2 mph, strolling very slowly;39;0.24248;379;722000;2025-03-21T13:06:24.389Z;13:16;False;True;21/03/2025;True;;;;;;;;;;;;lightlyActive;0.6421;;;;;;;
3,74359E+18;90013;90013;Walk;Walk;Walking less than 2 mph, strolling very slowly;73;0.67547;907;547000;2025-03-21T13:06:24.469Z;13:45;False;True;21/03/2025;True;;;;;;;;;;;;moderatelyActive;0.5673;;;;;;;
7,15633E+18;90013;90013;Walk;Walk;Walking less than 2 mph, strolling very slowly;60;0.60673;814;543000;2025-03-21T15:34:53.839Z;16:16;False;True;21/03/2025;True;;;;;;;;;;;;veryActive;0.2031;;;;;;;
3,30789E+18;90013;90013;Walk;Walk;Walking less than 2 mph, strolling very slowly;72;0.72554;965;618000;2025-03-21T16:09:00.785Z;16:51;False;True;21/03/2025;True;;;;;;;;;;;;loggedActivities;5.35427;;;;;;;
6,89616E+18;90009;90009;Run;Run;Running - 5 mph (12 min/mile);121;1.31401;1337;688000;2025-03-21T17:11:43.973Z;17:29;False;True;21/03/2025;True;;;;;;;;;;;;Walk;0.36216;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;Walk;0.76968;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;Walk;0.6582;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;Walk;0.24248;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;Walk;0.67547;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;Walk;0.60673;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;Walk;0.72554;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;Run;1.31401;;;;;;;
"﻿""activities__logId""";activities__activityId;activities__activityParentId;activities__activityParentName;activities__name;activities__description;activities__calories;activities__distance;activities__steps;activities__duration;activities__lastModified;activities__startTime;activities__isFavorite;activities__hasActiveZoneMinutes;activities__startDate;activities__hasStartTime;summary__caloriesOut;summary__activityCalories;summary__caloriesBMR;summary__activeScore;summary__steps;summary__floors;summary__elevation;summary__sedentaryMinutes;summary__lightlyActiveMinutes;summary__fairlyActiveMinutes;summary__veryActiveMinutes;summary__distances__activity;summary__distances__distance;summary__marginalCalories;summary__restingHeartRate;goals__caloriesOut;goals__steps;goals__distance;goals__floors;goals__activeMinutes
6,00651E+18;90013;90013;Walk;Walk;Walking less than 2 mph, strolling very slowly;73;0.72742;978;618000;2025-03-22T22:10:06.755Z;15:01;False;True;22/03/2025;True;3474;1835;1840;-1;16216;19;57.912;1199;129;25;87;total;15.8428;1469;44;2663;10000;11.27;10;30
3,91006E+18;90013;90013;Walk;Walk;Walking less than 2 mph, strolling very slowly;74;0.74184;981;624000;2025-03-22T22:10:06.810Z;16:24;False;True;22/03/2025;True;;;;;;;;;;;;tracker;15.8428;;;;;;;
4,88403E+18;90013;90013;Walk;Walk;Walking less than 2 mph, strolling very slowly;0;0.0;0;7000;2025-03-22T22:10:06.866Z;21:19;False;True;22/03/2025;True;;;;;;;;;;;;sedentaryActive;0.935;;;;;;;
8,81533E+17;90009;90009;Run;Run;Running - 5 mph (12 min/mile);897;10.74565;9376;3816000;2025-03-22T22:10:06.748Z;21:19;False;True;22/03/2025;True;;;;;;;;;;;;lightlyActive;0.353;;;;;;;
1,50858E+18;90013;90013;Walk;Walk;Walking less than 2 mph, strolling very slowly;135;0.831;1110;973000;2025-03-22T22:10:09.867Z;22:22;False;True;22/03/2025;True;;;;;;;;;;;;moderatelyActive;0.1251;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;veryActive;1.1928;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;loggedActivities;13.04591;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;Walk;0.72742;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;Walk;0.74184;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;Walk;0.0;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;Run;10.74565;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;Walk;0.831;;;;;;;
"﻿""activities__logId""";activities__activityId;activities__activityParentId;activities__activityParentName;activities__name;activities__description;activities__calories;activities__distance;activities__steps;activities__duration;activities__lastModified;activities__startTime;activities__isFavorite;activities__hasActiveZoneMinutes;activities__startDate;activities__hasStartTime;summary__caloriesOut;summary__activityCalories;summary__caloriesBMR;summary__activeScore;summary__steps;summary__floors;summary__elevation;summary__sedentaryMinutes;summary__lightlyActiveMinutes;summary__fairlyActiveMinutes;summary__veryActiveMinutes;summary__distances__activity;summary__distances__distance;summary__marginalCalories;summary__restingHeartRate;goals__caloriesOut;goals__steps;goals__distance;goals__floors;goals__activeMinutes
9,20663E+18;90013;90013;Walk;Walk;Walking less than 2 mph, strolling very slowly;93;0.82568;1142;835000;2025-03-23T14:49:39.041Z;15:20;False;True;23/03/2025;True;2962;1308;1841;-1;12655;6;18.288;1228;89;79;44;total;9.5063;976;46;2663;10000;11.27;10;30
7,00491E+18;90013;90013;Walk;Walk;Walking less than 2 mph, strolling very slowly;239;2.19775;2888;2003000;2025-03-23T15:50:39.828Z;16:03;False;True;23/03/2025;True;;;;;;;;;;;;tracker;9.5063;;;;;;;
2,28689E+17;90013;90013;Walk;Walk;Walking less than 2 mph, strolling very slowly;353;3.03383;4083;3210000;2025-03-23T17:22:10.660Z;17:27;False;True;23/03/2025;True;;;;;;;;;;;;sedentaryActive;1.2633;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;lightlyActive;0.4992;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;moderatelyActive;0.5649;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;veryActive;0.2321;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;loggedActivities;6.05726;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;Walk;0.82568;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;Walk;2.19775;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;Walk;3.03383;;;;;;;
