"dateOfSleep","duration","efficiency","endTime","infoCode","isMainSleep","levels__data__dateTime","levels__data__level","levels__data__seconds","levels__summary__|","levels__summary__|__count","levels__summary__|__minutes","levels__|","levels__||","levels__||__count","levels__||__minutes","levels__||__thirtyDayAvgMinutes","levels__|__dateTime","levels__|__level","levels__|__seconds","logId","logType","minutesAfterWakeup","minutesAsleep","minutesAwake","minutesToFallAsleep","startTime","timeInBed","type"
"","","","","","","","","","","","","","","","","","2025-05-09T19:15:30.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-09T19:56:30.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-09T20:18:00.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-09T20:50:00.000","wake","60","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-09T20:56:30.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-09T21:05:00.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-09T21:40:00.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-09T21:43:30.000","wake","90","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-09T21:58:30.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-09T23:12:00.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-09T23:16:30.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-09T23:20:00.000","wake","60","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-09T23:27:30.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-09T23:45:00.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-09T23:51:30.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-10T00:26:30.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-10T00:52:00.000","wake","60","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-10T01:04:00.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-10T01:21:00.000","wake","120","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-10T01:51:30.000","wake","60","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-10T02:18:00.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-10T02:23:00.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-10T02:34:30.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-10T02:50:00.000","wake","150","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-10T02:54:30.000","wake","60","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-10T02:57:00.000","wake","60","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-10T03:30:00.000","wake","90","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-10T03:39:30.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-10T03:51:00.000","wake","60","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-10T04:00:00.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-10T04:02:00.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-10T04:22:00.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-10T04:25:00.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-10T04:45:00.000","wake","60","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-10T05:48:00.000","wake","60","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-10T06:08:30.000","wake","60","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-10T06:54:30.000","wake","60","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-10T06:58:00.000","wake","60","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-10T07:07:00.000","wake","60","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-10T07:34:30.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-10T07:44:00.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-10T08:09:00.000","wake","90","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-10T08:13:00.000","wake","60","","","","","","","","",""
"","","","","","","","","","","","","summary","deep","5","119","62","","","","","","","","","","","",""
"","","","","","","","","","","","","","light","45","512","270","","","","","","","","","","","",""
"","","","","","","","","","","","","","rem","19","165","106","","","","","","","","","","","",""
"","","","","","","","","","","","","","wake","48","65","54","","","","","","","","","","","",""
"2025-05-08","31680000","99","2025-05-08T12:30:00.000","0","True","","","","","","","data","","","","","2025-05-08T03:41:30.000","wake","480","49202554733","auto_detected","0","474","54","0","2025-05-08T03:41:30.000","528","stages"
"","","","","","","","","","","","","","","","","","2025-05-08T03:49:30.000","light","960","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-08T04:05:30.000","deep","900","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-08T04:20:30.000","light","2460","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-08T05:01:30.000","wake","270","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-08T05:06:00.000","light","150","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-08T05:08:30.000","wake","210","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-08T05:12:00.000","light","990","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-08T05:28:30.000","deep","1680","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-08T05:56:30.000","light","570","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-08T06:06:00.000","wake","420","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-08T06:13:00.000","light","870","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-08T06:27:30.000","deep","330","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-08T06:33:00.000","light","690","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-08T06:44:30.000","deep","1830","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-08T07:15:00.000","light","480","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-08T07:23:00.000","rem","1800","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-08T07:53:00.000","light","1530","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-08T08:18:30.000","deep","1110","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-08T08:37:00.000","light","1800","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-08T09:07:00.000","rem","510","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-08T09:15:30.000","light","2370","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-08T09:55:00.000","rem","2400","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-08T10:35:00.000","light","3420","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-08T11:32:00.000","rem","990","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-08T11:48:30.000","light","2490","","","","","","","","",""
"","","","","","","","","","","","","shortData","","","","","2025-05-08T04:19:30.000","wake","60","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-08T04:22:00.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-08T04:38:30.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-08T04:56:30.000","wake","60","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-08T05:14:00.000","wake","60","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-08T05:55:30.000","wake","60","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-08T06:32:30.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-08T06:34:30.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-08T07:17:00.000","wake","120","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-08T07:20:30.000","wake","60","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-08T07:27:30.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-08T08:54:30.000","wake","180","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-08T09:15:00.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-08T09:22:00.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-08T09:28:00.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-08T09:48:30.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-08T09:56:30.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-08T10:13:00.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-08T10:21:00.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-08T10:25:30.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-08T10:35:30.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-08T10:41:00.000","wake","120","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-08T11:00:30.000","wake","150","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-08T11:07:00.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-08T11:26:30.000","wake","60","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-08T11:33:30.000","wake","60","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-08T11:42:00.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-08T11:48:00.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-08T11:50:00.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-08T12:04:30.000","wake","60","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-08T12:14:00.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-08T12:17:00.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-08T12:19:00.000","wake","90","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-08T12:24:30.000","wake","60","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-08T12:28:30.000","wake","90","","","","","","","","",""
"","","","","","","","","","","","","summary","deep","5","95","60","","","","","","","","","","","",""
"","","","","","","","","","","","","","light","35","289","270","","","","","","","","","","","",""
"","","","","","","","","","","","","","rem","11","90","107","","","","","","","","","","","",""
"","","","","","","","","","","","","","wake","39","54","54","","","","","","","","","","","",""
"2025-05-07","3780000","89","2025-05-07T17:23:00.000","2","False","2025-05-07T16:20:00.000","awake","60","asleep","0","56","","","","","","","","","49191430717","auto_detected","0","56","7","0","2025-05-07T16:20:00.000","63","classic"
"","","","","","","2025-05-07T16:21:00.000","restless","120","awake","1","1","","","","","","","","","","","","","","","","",""
"","","","","","","2025-05-07T16:23:00.000","asleep","120","restless","3","6","","","","","","","","","","","","","","","","",""
"","","","","","","2025-05-07T16:25:00.000","restless","120","","","","","","","","","","","","","","","","","","","",""
"","","","","","","2025-05-07T16:27:00.000","asleep","120","","","","","","","","","","","","","","","","","","","",""
"","","","","","","2025-05-07T16:29:00.000","restless","120","","","","","","","","","","","","","","","","","","","",""
"","","","","","","2025-05-07T16:31:00.000","asleep","3120","","","","","","","","","","","","","","","","","","","",""
"2025-05-07","16440000","97","2025-05-07T06:59:30.000","0","True","","","","","","","data","","","","","2025-05-07T02:25:30.000","wake","840","49186453056","auto_detected","0","250","24","0","2025-05-07T02:25:30.000","274","stages"
"","","","","","","","","","","","","","","","","","2025-05-07T02:39:30.000","light","1440","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-07T03:03:30.000","deep","450","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-07T03:11:00.000","light","1440","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-07T03:35:00.000","rem","540","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-07T03:44:00.000","light","1290","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-07T04:05:30.000","deep","1590","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-07T04:32:00.000","light","2160","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-07T05:08:00.000","rem","1500","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-07T05:33:00.000","light","1320","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-07T05:55:00.000","deep","1530","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-07T06:20:30.000","light","840","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-07T06:34:30.000","rem","1500","","","","","","","","",""
"","","","","","","","","","","","","shortData","","","","","2025-05-07T03:11:00.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-07T03:19:30.000","wake","60","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-07T03:24:00.000","wake","60","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-07T03:44:30.000","wake","120","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-07T03:51:30.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-07T03:54:00.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-07T04:30:30.000","wake","90","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-07T04:44:00.000","wake","60","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-07T05:15:00.000","wake","60","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-07T05:30:00.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-07T05:35:00.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-07T06:20:00.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","summary","deep","3","57","61","","","","","","","","","","","",""
"","","","","","","","","","","","","","light","13","135","275","","","","","","","","","","","",""
"","","","","","","","","","","","","","rem","5","58","109","","","","","","","","","","","",""
"","","","","","","","","","","","","","wake","13","24","55","","","","","","","","","","","",""
"2025-05-06","25320000","99","2025-05-06T07:51:30.000","0","True","","","","","","","data","","","","","2025-05-06T00:49:30.000","wake","1050","49178583899","auto_detected","0","380","42","0","2025-05-06T00:49:30.000","422","stages"
"","","","","","","","","","","","","","","","","","2025-05-06T01:07:00.000","light","1140","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-06T01:26:00.000","deep","360","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-06T01:32:00.000","light","1980","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-06T02:05:00.000","wake","360","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-06T02:11:00.000","light","1080","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-06T02:29:00.000","deep","420","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-06T02:36:00.000","light","690","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-06T02:47:30.000","deep","420","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-06T02:54:30.000","light","2460","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-06T03:35:30.000","rem","1050","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-06T03:53:00.000","light","960","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-06T04:09:00.000","deep","330","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-06T04:14:30.000","light","2610","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-06T04:58:00.000","deep","1050","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-06T05:15:30.000","light","390","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-06T05:22:00.000","rem","1350","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-06T05:44:30.000","light","3360","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-06T06:40:30.000","rem","4260","","","","","","","","",""
"","","","","","","","","","","","","shortData","","","","","2025-05-06T01:18:00.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-06T01:38:30.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-06T02:01:00.000","wake","60","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-06T02:13:00.000","wake","120","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-06T02:17:00.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-06T02:23:00.000","wake","60","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-06T02:54:30.000","wake","90","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-06T03:08:00.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-06T03:55:30.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-06T03:57:30.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-06T04:14:30.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-06T04:25:30.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-06T04:32:00.000","wake","60","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-06T04:35:00.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-06T05:14:30.000","wake","60","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-06T05:28:30.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-06T05:43:30.000","wake","60","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-06T05:47:00.000","wake","120","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-06T06:26:30.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-06T06:45:30.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-06T07:47:30.000","wake","60","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-06T07:50:00.000","wake","90","","","","","","","","",""
"","","","","","","","","","","","","summary","deep","5","42","61","","","","","","","","","","","",""
"","","","","","","","","","","","","","light","23","231","277","","","","","","","","","","","",""
"","","","","","","","","","","","","","rem","6","107","109","","","","","","","","","","","",""
"","","","","","","","","","","","","","wake","24","42","55","","","","","","","","","","","",""
"2025-05-05","28080000","96","2025-05-05T08:23:30.000","0","True","","","","","","","data","","","","","2025-05-05T00:35:00.000","wake","660","49168270339","auto_detected","0","412","56","0","2025-05-05T00:35:00.000","468","stages"
"","","","","","","","","","","","","","","","","","2025-05-05T00:46:00.000","light","660","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-05T00:57:00.000","deep","270","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-05T01:01:30.000","light","1290","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-05T01:23:00.000","wake","840","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-05T01:37:00.000","light","780","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-05T01:50:00.000","deep","600","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-05T02:00:00.000","light","1800","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-05T02:30:00.000","deep","1410","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-05T02:53:30.000","light","1470","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-05T03:18:00.000","rem","990","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-05T03:34:30.000","light","2940","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-05T04:23:30.000","rem","270","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-05T04:28:00.000","light","1800","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-05T04:58:00.000","rem","1380","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-05T05:21:00.000","light","3630","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-05T06:21:30.000","rem","1710","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-05T06:50:00.000","light","2730","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-05T07:35:30.000","rem","1410","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-05T07:59:00.000","light","1050","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-05T08:16:30.000","wake","420","","","","","","","","",""
"","","","","","","","","","","","","shortData","","","","","2025-05-05T01:01:30.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-05T01:07:30.000","wake","150","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-05T01:59:00.000","wake","60","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-05T02:03:00.000","wake","60","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-05T02:11:00.000","wake","60","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-05T02:24:00.000","wake","60","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-05T02:26:30.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-05T02:53:00.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-05T02:58:30.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-05T03:00:30.000","wake","60","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-05T03:04:30.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-05T03:14:00.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-05T03:16:30.000","wake","90","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-05T03:26:00.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-05T03:34:30.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-05T04:51:00.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-05T04:54:00.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-05T05:12:30.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-05T05:20:30.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-05T05:30:00.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-05T06:00:30.000","wake","60","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-05T06:11:30.000","wake","60","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-05T06:18:00.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-05-05T06:30:00.000","wake","30","","","","","","","","",""
