"dateOfSleep","duration","efficiency","endTime","infoCode","isMainSleep","levels__data__dateTime","levels__data__level","levels__data__seconds","levels__summary__|","levels__summary__|__count","levels__summary__|__minutes","levels__|","levels__||","levels__||__count","levels__||__minutes","levels__||__thirtyDayAvgMinutes","levels__|__dateTime","levels__|__level","levels__|__seconds","logId","logType","minutesAfterWakeup","minutesAsleep","minutesAwake","minutesToFallAsleep","startTime","timeInBed","type"
"","","","","","","","","","","","","","","","","","2025-04-09T07:38:30.000","light","2580","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-09T08:21:30.000","rem","1320","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-09T08:43:30.000","light","930","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-09T08:59:00.000","deep","270","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-09T09:03:30.000","light","2940","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-09T09:52:30.000","rem","300","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-09T09:57:30.000","wake","390","","","","","","","","",""
"","","","","","","","","","","","","shortData","","","","","2025-04-09T02:02:30.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-09T02:19:30.000","wake","60","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-09T02:29:00.000","wake","60","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-09T02:32:00.000","wake","90","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-09T03:46:00.000","wake","90","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-09T03:53:30.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-09T04:25:00.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-09T04:35:30.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-09T05:19:30.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-09T05:32:30.000","wake","60","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-09T05:48:30.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-09T05:59:30.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-09T06:19:00.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-09T06:30:30.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-09T06:56:00.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-09T07:14:00.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-09T07:28:30.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-09T07:38:00.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-09T07:57:30.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-09T08:33:30.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-09T08:41:30.000","wake","120","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-09T09:10:00.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-09T09:25:30.000","wake","120","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-09T09:48:00.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","summary","deep","5","83","70","","","","","","","","","","","",""
"","","","","","","","","","","","","","light","23","249","296","","","","","","","","","","","",""
"","","","","","","","","","","","","","rem","12","137","117","","","","","","","","","","","",""
"","","","","","","","","","","","","","wake","28","50","49","","","","","","","","","","","",""
"2025-04-08","31200000","99","2025-04-08T09:55:30.000","0","True","","","","","","","data","","","","","2025-04-08T01:15:00.000","wake","480","48905369310","auto_detected","0","471","49","0","2025-04-08T01:15:00.000","520","stages"
"","","","","","","","","","","","","","","","","","2025-04-08T01:23:00.000","light","1440","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-08T01:47:00.000","deep","1350","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-08T02:09:30.000","light","390","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-08T02:16:00.000","rem","960","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-08T02:32:00.000","light","1650","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-08T02:59:30.000","deep","480","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-08T03:07:30.000","light","450","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-08T03:15:00.000","deep","1740","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-08T03:44:00.000","light","420","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-08T03:51:00.000","rem","1200","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-08T04:11:00.000","wake","360","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-08T04:17:00.000","light","1500","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-08T04:42:00.000","wake","240","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-08T04:46:00.000","light","810","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-08T04:59:30.000","wake","210","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-08T05:03:00.000","light","1410","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-08T05:26:30.000","rem","450","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-08T05:34:00.000","light","630","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-08T05:44:30.000","rem","1470","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-08T06:09:00.000","light","900","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-08T06:24:00.000","deep","600","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-08T06:34:00.000","light","2100","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-08T07:09:00.000","rem","2040","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-08T07:43:00.000","light","2640","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-08T08:27:00.000","rem","1440","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-08T08:51:00.000","light","1770","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-08T09:20:30.000","rem","1860","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-08T09:51:30.000","light","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-08T09:52:00.000","wake","210","","","","","","","","",""
"","","","","","","","","","","","","shortData","","","","","2025-04-08T01:37:00.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-08T02:09:00.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-08T02:20:30.000","wake","60","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-08T02:35:30.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-08T02:38:30.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-08T02:41:00.000","wake","60","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-08T02:46:00.000","wake","60","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-08T03:06:30.000","wake","60","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-08T03:12:30.000","wake","60","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-08T03:43:30.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-08T04:23:30.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-08T04:27:30.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-08T04:39:30.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-08T04:48:30.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-08T04:53:00.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-08T04:55:30.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-08T05:08:00.000","wake","60","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-08T05:14:30.000","wake","60","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-08T05:21:00.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-08T05:34:00.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-08T06:09:30.000","wake","90","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-08T06:33:00.000","wake","60","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-08T06:36:00.000","wake","150","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-08T07:25:30.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-08T07:31:00.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-08T07:42:30.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-08T07:48:30.000","wake","90","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-08T08:51:30.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-08T09:03:30.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-08T09:20:00.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-08T09:37:00.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-08T09:41:00.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","summary","deep","4","67","70","","","","","","","","","","","",""
"","","","","","","","","","","","","","light","34","251","297","","","","","","","","","","","",""
"","","","","","","","","","","","","","rem","12","153","116","","","","","","","","","","","",""
"","","","","","","","","","","","","","wake","37","49","49","","","","","","","","","","","",""
"2025-04-07","28080000","99","2025-04-07T09:13:30.000","0","True","","","","","","","data","","","","","2025-04-07T01:25:00.000","wake","180","48895740454","auto_detected","0","427","41","0","2025-04-07T01:25:00.000","468","stages"
"","","","","","","","","","","","","","","","","","2025-04-07T01:28:00.000","light","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-07T01:28:30.000","deep","1590","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-07T01:55:00.000","light","2400","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-07T02:35:00.000","deep","1710","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-07T03:03:30.000","rem","810","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-07T03:17:00.000","light","1080","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-07T03:35:00.000","deep","300","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-07T03:40:00.000","light","1440","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-07T04:04:00.000","wake","300","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-07T04:09:00.000","light","510","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-07T04:17:30.000","rem","810","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-07T04:31:00.000","light","2730","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-07T05:16:30.000","wake","210","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-07T05:20:00.000","light","750","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-07T05:32:30.000","rem","2520","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-07T06:14:30.000","light","990","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-07T06:31:00.000","deep","900","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-07T06:46:00.000","light","120","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-07T06:48:00.000","rem","300","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-07T06:53:00.000","light","1440","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-07T07:17:00.000","rem","2310","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-07T07:55:30.000","light","450","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-07T08:03:00.000","deep","270","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-07T08:07:30.000","light","900","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-07T08:22:30.000","deep","390","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-07T08:29:00.000","light","780","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-07T08:42:00.000","rem","1560","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-07T09:08:00.000","wake","330","","","","","","","","",""
"","","","","","","","","","","","","shortData","","","","","2025-04-07T01:25:00.000","wake","180","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-07T01:54:00.000","wake","60","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-07T02:00:30.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-07T02:10:00.000","wake","60","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-07T02:22:00.000","wake","150","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-07T02:29:30.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-07T03:02:30.000","wake","60","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-07T03:22:30.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-07T03:25:00.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-07T03:46:30.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-07T04:31:00.000","wake","180","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-07T04:49:30.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-07T04:56:30.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-07T05:30:30.000","wake","60","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-07T05:43:00.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-07T05:49:00.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-07T05:53:00.000","wake","60","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-07T06:05:30.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-07T06:24:30.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-07T06:53:00.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-07T07:15:00.000","wake","90","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-07T07:25:00.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-07T07:33:30.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-07T08:07:30.000","wake","60","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-07T08:27:30.000","wake","90","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-07T08:31:00.000","wake","120","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-07T08:57:30.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","summary","deep","6","83","70","","","","","","","","","","","",""
"","","","","","","","","","","","","","light","26","210","301","","","","","","","","","","","",""
"","","","","","","","","","","","","","rem","13","134","115","","","","","","","","","","","",""
"","","","","","","","","","","","","","wake","30","41","50","","","","","","","","","","","",""
"2025-04-06","31920000","98","2025-04-06T10:03:30.000","0","True","","","","","","","data","","","","","2025-04-06T01:11:00.000","wake","780","48884657765","auto_detected","0","475","57","0","2025-04-06T01:11:00.000","532","stages"
"","","","","","","","","","","","","","","","","","2025-04-06T01:24:00.000","light","330","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-06T01:29:30.000","deep","1170","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-06T01:49:00.000","light","240","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-06T01:53:00.000","deep","1950","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-06T02:25:30.000","light","180","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-06T02:28:30.000","wake","1050","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-06T02:46:00.000","light","300","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-06T02:51:00.000","deep","300","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-06T02:56:00.000","light","360","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-06T03:02:00.000","deep","780","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-06T03:15:00.000","light","1020","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-06T03:32:00.000","rem","1260","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-06T03:53:00.000","light","1530","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-06T04:18:30.000","deep","2040","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-06T04:52:30.000","light","2310","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-06T05:31:00.000","rem","2190","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-06T06:07:30.000","light","480","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-06T06:15:30.000","deep","1950","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-06T06:48:00.000","light","1140","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-06T07:07:00.000","rem","660","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-06T07:18:00.000","light","960","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-06T07:34:00.000","rem","570","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-06T07:43:30.000","light","3060","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-06T08:34:30.000","rem","2580","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-06T09:17:30.000","light","2370","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-06T09:57:00.000","wake","390","","","","","","","","",""
"","","","","","","","","","","","","shortData","","","","","2025-04-06T01:47:30.000","wake","90","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-06T02:25:00.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-06T02:57:00.000","wake","60","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-06T03:13:30.000","wake","90","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-06T03:23:00.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-06T03:31:30.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-06T03:41:30.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-06T03:56:30.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-06T04:00:30.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-06T04:50:30.000","wake","120","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-06T05:08:00.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-06T05:20:00.000","wake","60","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-06T05:23:00.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-06T05:25:30.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-06T05:51:00.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-06T06:47:30.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-06T07:03:00.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-06T07:17:00.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-06T07:21:00.000","wake","90","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-06T07:43:00.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-06T07:46:30.000","wake","90","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-06T07:50:00.000","wake","30","","","","","","","","",""
"","","","","","","","","","","","","","","","","","2025-04-06T08:20:00.000","wake","30","","","","","","","","",""
